file_path,label
MI CSV\cellula_MI_data_609.csv,Right
MI CSV\cellula_MI_data_610.csv,Right
MI CSV\cellula_MI_data_611.csv,Left
MI CSV\cellula_MI_data_612.csv,Left
MI CSV\cellula_MI_data_613.csv,Left
MI CSV\cellula_MI_data_614.csv,Right
MI CSV\cellula_MI_data_615.csv,Right
MI CSV\cellula_MI_data_616.csv,Left
MI CSV\cellula_MI_data_617.csv,Right
MI CSV\cellula_MI_data_618.csv,Left
MI CSV\cellula_MI_data_619.csv,Right
MI CSV\cellula_MI_data_620.csv,Right
MI CSV\cellula_MI_data_621.csv,Left
MI CSV\cellula_MI_data_622.csv,Right
MI CSV\cellula_MI_data_623.csv,Right
MI CSV\cellula_MI_data_624.csv,Right
MI CSV\cellula_MI_data_625.csv,Left
MI CSV\cellula_MI_data_626.csv,Right
MI CSV\cellula_MI_data_627.csv,Left
MI CSV\cellula_MI_data_628.csv,Right
MI CSV\cellula_MI_data_629.csv,Left
MI CSV\cellula_MI_data_630.csv,Right
MI CSV\cellula_MI_data_631.csv,Left
MI CSV\cellula_MI_data_632.csv,Right
MI CSV\cellula_MI_data_633.csv,Left
MI CSV\cellula_MI_data_634.csv,Right
MI CSV\cellula_MI_data_635.csv,Left
MI CSV\cellula_MI_data_636.csv,Right
MI CSV\cellula_MI_data_637.csv,Left
MI CSV\cellula_MI_data_638.csv,Left
MI CSV\cellula_MI_data_639.csv,Right
MI CSV\cellula_MI_data_640.csv,Right
MI CSV\cellula_MI_data_641.csv,Right
MI CSV\cellula_MI_data_642.csv,Left
MI CSV\cellula_MI_data_643.csv,Left
MI CSV\cellula_MI_data_644.csv,Right
MI CSV\cellula_MI_data_645.csv,Left
MI CSV\cellula_MI_data_646.csv,Right
MI CSV\cellula_MI_data_647.csv,Right
MI CSV\cellula_MI_data_648.csv,Right
MI CSV\cellula_MI_data_649.csv,Right
MI CSV\cellula_MI_data_650.csv,Left
MI CSV\cellula_MI_data_651.csv,Left
MI CSV\cellula_MI_data_652.csv,Right
MI CSV\cellula_MI_data_653.csv,Left
MI CSV\cellula_MI_data_654.csv,Right
MI CSV\cellula_MI_data_655.csv,Left
MI CSV\cellula_MI_data_656.csv,Right
MI CSV\cellula_MI_data_657.csv,Right
MI CSV\cellula_MI_data_658.csv,Right
MI CSV\cellula_MI_data_659.csv,Right
MI CSV\cellula_MI_data_660.csv,Right
MI CSV\cellula_MI_data_661.csv,Right
MI CSV\cellula_MI_data_662.csv,Left
MI CSV\cellula_MI_data_663.csv,Left
MI CSV\cellula_MI_data_664.csv,Right
MI CSV\cellula_MI_data_665.csv,Right
MI CSV\cellula_MI_data_666.csv,Left
MI CSV\cellula_MI_data_667.csv,Left
MI CSV\cellula_MI_data_668.csv,Right
MI CSV\cellula_MI_data_669.csv,Left
MI CSV\cellula_MI_data_670.csv,Left
MI CSV\cellula_MI_data_671.csv,Left
MI CSV\cellula_MI_data_672.csv,Left
MI CSV\cellula_MI_data_673.csv,Left
MI CSV\cellula_MI_data_674.csv,Left
MI CSV\cellula_MI_data_675.csv,Left
MI CSV\cellula_MI_data_676.csv,Right
MI CSV\cellula_MI_data_677.csv,Left
MI CSV\cellula_MI_data_678.csv,Right
MI CSV\cellula_MI_data_679.csv,Left
MI CSV\cellula_MI_data_680.csv,Left
MI CSV\cellula_MI_data_681.csv,Left
MI CSV\cellula_MI_data_682.csv,Right
MI CSV\cellula_MI_data_683.csv,Left
MI CSV\cellula_MI_data_684.csv,Right
MI CSV\cellula_MI_data_685.csv,Right
MI CSV\cellula_MI_data_686.csv,Left
MI CSV\cellula_MI_data_687.csv,Right
MI CSV\cellula_MI_data_688.csv,Right
MI CSV\cellula_MI_data_689.csv,Left
MI CSV\cellula_MI_data_690.csv,Right
MI CSV\cellula_MI_data_691.csv,Left
MI CSV\cellula_MI_data_692.csv,Right
MI CSV\cellula_MI_data_693.csv,Left
MI CSV\cellula_MI_data_694.csv,Left
MI CSV\cellula_MI_data_695.csv,Right
MI CSV\cellula_MI_data_696.csv,Right
MI CSV\cellula_MI_data_697.csv,Right
MI CSV\cellula_MI_data_698.csv,Right
MI CSV\cellula_MI_data_699.csv,Right
MI CSV\cellula_MI_data_700.csv,Left
MI CSV\cellula_MI_data_701.csv,Left
MI CSV\cellula_MI_data_702.csv,Right
MI CSV\cellula_MI_data_703.csv,Right
MI CSV\cellula_MI_data_704.csv,Left
MI CSV\cellula_MI_data_705.csv,Left
MI CSV\cellula_MI_data_706.csv,Left
MI CSV\cellula_MI_data_707.csv,Right
MI CSV\cellula_MI_data_708.csv,Left
MI CSV\cellula_MI_data_709.csv,Right
MI CSV\cellula_MI_data_710.csv,Right
MI CSV\cellula_MI_data_711.csv,Left
MI CSV\cellula_MI_data_712.csv,Right
MI CSV\cellula_MI_data_713.csv,Right
MI CSV\cellula_MI_data_714.csv,Left
MI CSV\cellula_MI_data_715.csv,Right
MI CSV\cellula_MI_data_716.csv,Left
MI CSV\cellula_MI_data_717.csv,Left
MI CSV\cellula_MI_data_718.csv,Right
MI CSV\cellula_MI_data_719.csv,Right
MI CSV\cellula_MI_data_720.csv,Right
MI CSV\cellula_MI_data_721.csv,Right
MI CSV\cellula_MI_data_722.csv,Left
MI CSV\cellula_MI_data_723.csv,Right
MI CSV\cellula_MI_data_724.csv,Right
MI CSV\cellula_MI_data_725.csv,Right
MI CSV\cellula_MI_data_726.csv,Left
MI CSV\cellula_MI_data_727.csv,Right
MI CSV\cellula_MI_data_728.csv,Left
MI CSV\cellula_MI_data_729.csv,Left
MI CSV\cellula_MI_data_730.csv,Left
MI CSV\cellula_MI_data_731.csv,Right
MI CSV\cellula_MI_data_732.csv,Right
MI CSV\cellula_MI_data_733.csv,Right
MI CSV\cellula_MI_data_734.csv,Left
MI CSV\cellula_MI_data_735.csv,Left
MI CSV\cellula_MI_data_736.csv,Left
MI CSV\cellula_MI_data_737.csv,Right
MI CSV\cellula_MI_data_738.csv,Left
MI CSV\cellula_MI_data_739.csv,Left
MI CSV\cellula_MI_data_740.csv,Right
MI CSV\cellula_MI_data_741.csv,Right
MI CSV\cellula_MI_data_742.csv,Left
MI CSV\cellula_MI_data_743.csv,Left
MI CSV\cellula_MI_data_744.csv,Right
MI CSV\cellula_MI_data_745.csv,Left
MI CSV\cellula_MI_data_746.csv,Right
MI CSV\cellula_MI_data_747.csv,Right
MI CSV\cellula_MI_data_748.csv,Left
MI CSV\cellula_MI_data_749.csv,Right
MI CSV\cellula_MI_data_750.csv,Left
MI CSV\cellula_MI_data_751.csv,Right
MI CSV\cellula_MI_data_752.csv,Left
MI CSV\cellula_MI_data_753.csv,Right
MI CSV\cellula_MI_data_754.csv,Left
MI CSV\cellula_MI_data_755.csv,Right
MI CSV\cellula_MI_data_756.csv,Right
MI CSV\cellula_MI_data_757.csv,Left
MI CSV\cellula_MI_data_758.csv,Right
MI CSV\cellula_MI_data_759.csv,Right
MI CSV\cellula_MI_data_760.csv,Left
MI CSV\cellula_MI_data_761.csv,Right
MI CSV\cellula_MI_data_762.csv,Right
MI CSV\cellula_MI_data_763.csv,Right
MI CSV\cellula_MI_data_764.csv,Right
MI CSV\cellula_MI_data_765.csv,Right
MI CSV\cellula_MI_data_766.csv,Left
MI CSV\cellula_MI_data_767.csv,Right
MI CSV\cellula_MI_data_768.csv,Right
MI CSV\cellula_MI_data_769.csv,Left
MI CSV\cellula_MI_data_770.csv,Right
MI CSV\cellula_MI_data_771.csv,Right
MI CSV\cellula_MI_data_772.csv,Left
MI CSV\cellula_MI_data_773.csv,Left
MI CSV\cellula_MI_data_774.csv,Left
MI CSV\cellula_MI_data_775.csv,Left
MI CSV\cellula_MI_data_776.csv,Left
MI CSV\cellula_MI_data_777.csv,Left
MI CSV\cellula_MI_data_778.csv,Right
MI CSV\cellula_MI_data_779.csv,Right
MI CSV\cellula_MI_data_780.csv,Right
MI CSV\cellula_MI_data_781.csv,Right
MI CSV\cellula_MI_data_782.csv,Left
MI CSV\cellula_MI_data_783.csv,Right
MI CSV\cellula_MI_data_784.csv,Left
MI CSV\cellula_MI_data_785.csv,Left
MI CSV\cellula_MI_data_786.csv,Right
MI CSV\cellula_MI_data_787.csv,Left
MI CSV\cellula_MI_data_788.csv,Left
MI CSV\cellula_MI_data_789.csv,Left
MI CSV\cellula_MI_data_790.csv,Left
MI CSV\cellula_MI_data_791.csv,Left
MI CSV\cellula_MI_data_792.csv,Left
MI CSV\cellula_MI_data_793.csv,Left
MI CSV\cellula_MI_data_794.csv,Left
MI CSV\cellula_MI_data_795.csv,Right
MI CSV\cellula_MI_data_796.csv,Left
MI CSV\cellula_MI_data_797.csv,Left
MI CSV\cellula_MI_data_798.csv,Right
MI CSV\cellula_MI_data_799.csv,Right
MI CSV\cellula_MI_data_800.csv,Right
MI CSV\cellula_MI_data_801.csv,Left
MI CSV\cellula_MI_data_802.csv,Left
MI CSV\cellula_MI_data_803.csv,Right
MI CSV\cellula_MI_data_804.csv,Left
MI CSV\cellula_MI_data_805.csv,Right
MI CSV\cellula_MI_data_806.csv,Right
MI CSV\cellula_MI_data_807.csv,Left
MI CSV\cellula_MI_data_808.csv,Right
MI CSV\cellula_MI_data_809.csv,Right
MI CSV\cellula_MI_data_810.csv,Left
MI CSV\cellula_MI_data_811.csv,Right
MI CSV\cellula_MI_data_812.csv,Right
MI CSV\cellula_MI_data_813.csv,Left
MI CSV\cellula_MI_data_814.csv,Left
MI CSV\cellula_MI_data_815.csv,Left
MI CSV\cellula_MI_data_816.csv,Left
MI CSV\cellula_MI_data_817.csv,Right
MI CSV\cellula_MI_data_818.csv,Right
MI CSV\cellula_MI_data_819.csv,Left
MI CSV\cellula_MI_data_820.csv,Right
MI CSV\cellula_MI_data_821.csv,Left
MI CSV\cellula_MI_data_822.csv,Right
MI CSV\cellula_MI_data_823.csv,Left
MI CSV\cellula_MI_data_824.csv,Right
MI CSV\cellula_MI_data_825.csv,Left
MI CSV\cellula_MI_data_826.csv,Right
MI CSV\cellula_MI_data_827.csv,Right
MI CSV\cellula_MI_data_828.csv,Right
MI CSV\cellula_MI_data_829.csv,Left
MI CSV\cellula_MI_data_830.csv,Right
MI CSV\cellula_MI_data_831.csv,Right
MI CSV\cellula_MI_data_832.csv,Left
MI CSV\cellula_MI_data_833.csv,Left
MI CSV\cellula_MI_data_834.csv,Left
MI CSV\cellula_MI_data_835.csv,Left
MI CSV\cellula_MI_data_836.csv,Left
MI CSV\cellula_MI_data_837.csv,Left
MI CSV\cellula_MI_data_838.csv,Right
MI CSV\cellula_MI_data_839.csv,Right
MI CSV\cellula_MI_data_840.csv,Left
MI CSV\cellula_MI_data_841.csv,Left
MI CSV\cellula_MI_data_842.csv,Left
MI CSV\cellula_MI_data_843.csv,Left
MI CSV\cellula_MI_data_844.csv,Right
MI CSV\cellula_MI_data_845.csv,Right
MI CSV\cellula_MI_data_846.csv,Left
MI CSV\cellula_MI_data_847.csv,Left
MI CSV\cellula_MI_data_848.csv,Left
MI CSV\cellula_MI_data_849.csv,Left
MI CSV\cellula_MI_data_850.csv,Left
MI CSV\cellula_MI_data_851.csv,Left
MI CSV\cellula_MI_data_852.csv,Right
MI CSV\cellula_MI_data_853.csv,Right
MI CSV\cellula_MI_data_854.csv,Right
MI CSV\cellula_MI_data_855.csv,Right
MI CSV\cellula_MI_data_856.csv,Right
MI CSV\cellula_MI_data_857.csv,Left
MI CSV\cellula_MI_data_858.csv,Left
MI CSV\cellula_MI_data_859.csv,Right
MI CSV\cellula_MI_data_860.csv,Right
MI CSV\cellula_MI_data_861.csv,Left
MI CSV\cellula_MI_data_862.csv,Left
MI CSV\cellula_MI_data_863.csv,Right
MI CSV\cellula_MI_data_864.csv,Left
MI CSV\cellula_MI_data_865.csv,Right
MI CSV\cellula_MI_data_866.csv,Left
MI CSV\cellula_MI_data_867.csv,Right
MI CSV\cellula_MI_data_868.csv,Left
MI CSV\cellula_MI_data_869.csv,Left
MI CSV\cellula_MI_data_870.csv,Right
MI CSV\cellula_MI_data_871.csv,Right
MI CSV\cellula_MI_data_872.csv,Right
MI CSV\cellula_MI_data_873.csv,Left
MI CSV\cellula_MI_data_874.csv,Right
MI CSV\cellula_MI_data_875.csv,Right
MI CSV\cellula_MI_data_876.csv,Left
MI CSV\cellula_MI_data_877.csv,Right
MI CSV\cellula_MI_data_878.csv,Left
MI CSV\cellula_MI_data_879.csv,Left
MI CSV\cellula_MI_data_880.csv,Left
MI CSV\cellula_MI_data_881.csv,Right
MI CSV\cellula_MI_data_882.csv,Left
MI CSV\cellula_MI_data_883.csv,Left
MI CSV\cellula_MI_data_884.csv,Right
MI CSV\cellula_MI_data_885.csv,Left
MI CSV\cellula_MI_data_886.csv,Left
MI CSV\cellula_MI_data_887.csv,Right
MI CSV\cellula_MI_data_888.csv,Right
MI CSV\cellula_MI_data_889.csv,Right
MI CSV\cellula_MI_data_890.csv,Right
MI CSV\cellula_MI_data_891.csv,Right
MI CSV\cellula_MI_data_892.csv,Right
MI CSV\cellula_MI_data_893.csv,Left
MI CSV\cellula_MI_data_894.csv,Right
MI CSV\cellula_MI_data_895.csv,Right
MI CSV\cellula_MI_data_896.csv,Left
MI CSV\cellula_MI_data_897.csv,Left
MI CSV\cellula_MI_data_898.csv,Left
MI CSV\cellula_MI_data_899.csv,Left
MI CSV\cellula_MI_data_900.csv,Left
MI CSV\cellula_MI_data_901.csv,Right
MI CSV\cellula_MI_data_902.csv,Left
MI CSV\cellula_MI_data_903.csv,Left
MI CSV\cellula_MI_data_904.csv,Left
MI CSV\cellula_MI_data_905.csv,Right
MI CSV\cellula_MI_data_906.csv,Left
MI CSV\cellula_MI_data_907.csv,Right
MI CSV\cellula_MI_data_908.csv,Right
MI CSV\cellula_MI_data_909.csv,Right
MI CSV\cellula_MI_data_910.csv,Right
MI CSV\cellula_MI_data_911.csv,Right
MI CSV\cellula_MI_data_912.csv,Right
MI CSV\cellula_MI_data_913.csv,Left
MI CSV\cellula_MI_data_914.csv,Right
MI CSV\cellula_MI_data_915.csv,Left
MI CSV\cellula_MI_data_916.csv,Right
MI CSV\cellula_MI_data_917.csv,Left
MI CSV\cellula_MI_data_918.csv,Left
MI CSV\cellula_MI_data_919.csv,Left
MI CSV\cellula_MI_data_920.csv,Right
MI CSV\cellula_MI_data_921.csv,Right
MI CSV\cellula_MI_data_922.csv,Right
MI CSV\cellula_MI_data_923.csv,Right
MI CSV\cellula_MI_data_924.csv,Right
MI CSV\cellula_MI_data_925.csv,Left
MI CSV\cellula_MI_data_926.csv,Right
MI CSV\cellula_MI_data_927.csv,Left
MI CSV\cellula_MI_data_928.csv,Right
MI CSV\cellula_MI_data_929.csv,Right
MI CSV\cellula_MI_data_930.csv,Left
MI CSV\cellula_MI_data_931.csv,Right
MI CSV\cellula_MI_data_932.csv,Right
MI CSV\cellula_MI_data_933.csv,Right
MI CSV\cellula_MI_data_934.csv,Left
MI CSV\cellula_MI_data_935.csv,Left
MI CSV\cellula_MI_data_936.csv,Right
MI CSV\cellula_MI_data_937.csv,Left
MI CSV\cellula_MI_data_938.csv,Left
MI CSV\cellula_MI_data_939.csv,Right
MI CSV\cellula_MI_data_940.csv,Left
MI CSV\cellula_MI_data_941.csv,Right
MI CSV\cellula_MI_data_942.csv,Right
MI CSV\cellula_MI_data_943.csv,Right
MI CSV\cellula_MI_data_944.csv,Right
MI CSV\cellula_MI_data_945.csv,Right
MI CSV\cellula_MI_data_946.csv,Left
MI CSV\cellula_MI_data_947.csv,Left
MI CSV\cellula_MI_data_948.csv,Right
MI CSV\cellula_MI_data_949.csv,Right
MI CSV\cellula_MI_data_950.csv,Right
MI CSV\cellula_MI_data_951.csv,Left
MI CSV\cellula_MI_data_952.csv,Left
MI CSV\cellula_MI_data_953.csv,Left
MI CSV\cellula_MI_data_954.csv,Left
MI CSV\cellula_MI_data_955.csv,Left
MI CSV\cellula_MI_data_956.csv,Left
MI CSV\cellula_MI_data_957.csv,Right
MI CSV\cellula_MI_data_958.csv,Left
MI CSV\cellula_MI_data_959.csv,Right
MI CSV\cellula_MI_data_960.csv,Right
MI CSV\cellula_MI_data_961.csv,Right
MI CSV\cellula_MI_data_962.csv,Left
MI CSV\cellula_MI_data_963.csv,Right
MI CSV\cellula_MI_data_964.csv,Left
MI CSV\cellula_MI_data_965.csv,Right
MI CSV\cellula_MI_data_966.csv,Left
MI CSV\cellula_MI_data_967.csv,Right
MI CSV\cellula_MI_data_968.csv,Left
MI CSV\cellula_MI_data_969.csv,Right
MI CSV\cellula_MI_data_970.csv,Right
MI CSV\cellula_MI_data_971.csv,Left
MI CSV\cellula_MI_data_972.csv,Left
MI CSV\cellula_MI_data_973.csv,Right
MI CSV\cellula_MI_data_974.csv,Right
MI CSV\cellula_MI_data_975.csv,Right
MI CSV\cellula_MI_data_976.csv,Right
MI CSV\cellula_MI_data_977.csv,Left
MI CSV\cellula_MI_data_978.csv,Right
MI CSV\cellula_MI_data_979.csv,Left
MI CSV\cellula_MI_data_980.csv,Left
MI CSV\cellula_MI_data_981.csv,Right
MI CSV\cellula_MI_data_982.csv,Left
MI CSV\cellula_MI_data_983.csv,Left
MI CSV\cellula_MI_data_984.csv,Left
MI CSV\cellula_MI_data_985.csv,Right
MI CSV\cellula_MI_data_986.csv,Right
MI CSV\cellula_MI_data_987.csv,Right
MI CSV\cellula_MI_data_988.csv,Right
MI CSV\cellula_MI_data_989.csv,Right
MI CSV\cellula_MI_data_990.csv,Left
MI CSV\cellula_MI_data_991.csv,Left
MI CSV\cellula_MI_data_992.csv,Left
MI CSV\cellula_MI_data_993.csv,Left
MI CSV\cellula_MI_data_994.csv,Right
MI CSV\cellula_MI_data_995.csv,Right
MI CSV\cellula_MI_data_996.csv,Right
MI CSV\cellula_MI_data_997.csv,Left
MI CSV\cellula_MI_data_998.csv,Right
MI CSV\cellula_MI_data_999.csv,Left
MI CSV\cellula_MI_data_1000.csv,Right
MI CSV\cellula_MI_data_1001.csv,Left
MI CSV\cellula_MI_data_1002.csv,Right
MI CSV\cellula_MI_data_1003.csv,Right
MI CSV\cellula_MI_data_1004.csv,Left
MI CSV\cellula_MI_data_1005.csv,Left
MI CSV\cellula_MI_data_1006.csv,Right
MI CSV\cellula_MI_data_1007.csv,Right
MI CSV\cellula_MI_data_1008.csv,Right
MI CSV\cellula_MI_data_1009.csv,Right
MI CSV\cellula_MI_data_1010.csv,Left
MI CSV\cellula_MI_data_1011.csv,Right
MI CSV\cellula_MI_data_1012.csv,Right
MI CSV\cellula_MI_data_1013.csv,Right
MI CSV\cellula_MI_data_1014.csv,Right
MI CSV\cellula_MI_data_1015.csv,Right
MI CSV\cellula_MI_data_1016.csv,Left
MI CSV\cellula_MI_data_1017.csv,Left
MI CSV\cellula_MI_data_1018.csv,Right
MI CSV\cellula_MI_data_1019.csv,Right
MI CSV\cellula_MI_data_1020.csv,Left
MI CSV\cellula_MI_data_1021.csv,Left
MI CSV\cellula_MI_data_1022.csv,Left
MI CSV\cellula_MI_data_1023.csv,Right
MI CSV\cellula_MI_data_1024.csv,Right
MI CSV\cellula_MI_data_1025.csv,Left
MI CSV\cellula_MI_data_1026.csv,Right
MI CSV\cellula_MI_data_1027.csv,Right
MI CSV\cellula_MI_data_1028.csv,Left
MI CSV\cellula_MI_data_1029.csv,Right
MI CSV\cellula_MI_data_1030.csv,Left
MI CSV\cellula_MI_data_1031.csv,Left
MI CSV\cellula_MI_data_1032.csv,Left
MI CSV\cellula_MI_data_1033.csv,Right
MI CSV\cellula_MI_data_1034.csv,Right
MI CSV\cellula_MI_data_1035.csv,Left
MI CSV\cellula_MI_data_1036.csv,Right
MI CSV\cellula_MI_data_1037.csv,Left
MI CSV\cellula_MI_data_1038.csv,Right
MI CSV\cellula_MI_data_1039.csv,Right
MI CSV\cellula_MI_data_1040.csv,Left
MI CSV\cellula_MI_data_1041.csv,Right
MI CSV\cellula_MI_data_1042.csv,Right
MI CSV\cellula_MI_data_1043.csv,Right
MI CSV\cellula_MI_data_1044.csv,Left
MI CSV\cellula_MI_data_1045.csv,Left
MI CSV\cellula_MI_data_1046.csv,Right
MI CSV\cellula_MI_data_1047.csv,Left
MI CSV\cellula_MI_data_1048.csv,Left
MI CSV\cellula_MI_data_1049.csv,Right
MI CSV\cellula_MI_data_1050.csv,Right
MI CSV\cellula_MI_data_1051.csv,Right
MI CSV\cellula_MI_data_1052.csv,Right
MI CSV\cellula_MI_data_1053.csv,Left
MI CSV\cellula_MI_data_1054.csv,Right
MI CSV\cellula_MI_data_1055.csv,Left
MI CSV\cellula_MI_data_1056.csv,Left
MI CSV\cellula_MI_data_1057.csv,Left
MI CSV\cellula_MI_data_1058.csv,Left
MI CSV\cellula_MI_data_1059.csv,Right
MI CSV\cellula_MI_data_1060.csv,Left
MI CSV\cellula_MI_data_1061.csv,Left
MI CSV\cellula_MI_data_1062.csv,Right
MI CSV\cellula_MI_data_1063.csv,Right
MI CSV\cellula_MI_data_1064.csv,Left
MI CSV\cellula_MI_data_1065.csv,Right
MI CSV\cellula_MI_data_1066.csv,Left
MI CSV\cellula_MI_data_1067.csv,Left
MI CSV\cellula_MI_data_1068.csv,Left
MI CSV\cellula_MI_data_1069.csv,Right
MI CSV\cellula_MI_data_1070.csv,Left
MI CSV\cellula_MI_data_1071.csv,Right
MI CSV\cellula_MI_data_1072.csv,Left
MI CSV\cellula_MI_data_1073.csv,Left
MI CSV\cellula_MI_data_1074.csv,Left
MI CSV\cellula_MI_data_1075.csv,Right
MI CSV\cellula_MI_data_1076.csv,Right
MI CSV\cellula_MI_data_1077.csv,Right
MI CSV\cellula_MI_data_1078.csv,Right
MI CSV\cellula_MI_data_1079.csv,Left
MI CSV\cellula_MI_data_1080.csv,Right
MI CSV\cellula_MI_data_1081.csv,Left
MI CSV\cellula_MI_data_1082.csv,Right
MI CSV\cellula_MI_data_1083.csv,Right
MI CSV\cellula_MI_data_1084.csv,Right
MI CSV\cellula_MI_data_1085.csv,Left
MI CSV\cellula_MI_data_1086.csv,Right
MI CSV\cellula_MI_data_1087.csv,Right
MI CSV\cellula_MI_data_1088.csv,Left
MI CSV\cellula_MI_data_1089.csv,Left
MI CSV\cellula_MI_data_1090.csv,Left
MI CSV\cellula_MI_data_1091.csv,Left
MI CSV\cellula_MI_data_1092.csv,Right
MI CSV\cellula_MI_data_1093.csv,Right
MI CSV\cellula_MI_data_1094.csv,Right
MI CSV\cellula_MI_data_1095.csv,Left
MI CSV\cellula_MI_data_1096.csv,Right
MI CSV\cellula_MI_data_1097.csv,Right
MI CSV\cellula_MI_data_1098.csv,Right
MI CSV\cellula_MI_data_1099.csv,Left
MI CSV\cellula_MI_data_1100.csv,Left
MI CSV\cellula_MI_data_1101.csv,Left
MI CSV\cellula_MI_data_1102.csv,Right
MI CSV\cellula_MI_data_1103.csv,Right
MI CSV\cellula_MI_data_1104.csv,Right
MI CSV\cellula_MI_data_1105.csv,Left
MI CSV\cellula_MI_data_1106.csv,Left
MI CSV\cellula_MI_data_1107.csv,Left
MI CSV\cellula_MI_data_1108.csv,Right
MI CSV\cellula_MI_data_1109.csv,Right
MI CSV\cellula_MI_data_1110.csv,Left
MI CSV\cellula_MI_data_1111.csv,Left
MI CSV\cellula_MI_data_1112.csv,Right
MI CSV\cellula_MI_data_1113.csv,Right
MI CSV\cellula_MI_data_1114.csv,Left
MI CSV\cellula_MI_data_1115.csv,Right
MI CSV\cellula_MI_data_1116.csv,Left
MI CSV\cellula_MI_data_1117.csv,Right
MI CSV\cellula_MI_data_1118.csv,Right
MI CSV\cellula_MI_data_1119.csv,Right
MI CSV\cellula_MI_data_1120.csv,Right
MI CSV\cellula_MI_data_1121.csv,Right
MI CSV\cellula_MI_data_1122.csv,Right
MI CSV\cellula_MI_data_1123.csv,Left
MI CSV\cellula_MI_data_1124.csv,Left
MI CSV\cellula_MI_data_1125.csv,Right
MI CSV\cellula_MI_data_1126.csv,Right
MI CSV\cellula_MI_data_1127.csv,Right
MI CSV\cellula_MI_data_1128.csv,Right
MI CSV\cellula_MI_data_1129.csv,Right
MI CSV\cellula_MI_data_1130.csv,Left
MI CSV\cellula_MI_data_1131.csv,Left
MI CSV\cellula_MI_data_1132.csv,Right
MI CSV\cellula_MI_data_1133.csv,Left
MI CSV\cellula_MI_data_1134.csv,Right
MI CSV\cellula_MI_data_1135.csv,Right
MI CSV\cellula_MI_data_1136.csv,Left
MI CSV\cellula_MI_data_1137.csv,Left
MI CSV\cellula_MI_data_1138.csv,Right
MI CSV\cellula_MI_data_1139.csv,Right
MI CSV\cellula_MI_data_1140.csv,Right
MI CSV\cellula_MI_data_1141.csv,Left
MI CSV\cellula_MI_data_1142.csv,Right
MI CSV\cellula_MI_data_1143.csv,Right
MI CSV\cellula_MI_data_1144.csv,Right
MI CSV\cellula_MI_data_1145.csv,Left
MI CSV\cellula_MI_data_1146.csv,Right
MI CSV\cellula_MI_data_1147.csv,Right
MI CSV\cellula_MI_data_1148.csv,Right
MI CSV\cellula_MI_data_1149.csv,Left
MI CSV\cellula_MI_data_1150.csv,Left
MI CSV\cellula_MI_data_1151.csv,Right
MI CSV\cellula_MI_data_1152.csv,Left
MI CSV\cellula_MI_data_1153.csv,Left
MI CSV\cellula_MI_data_1154.csv,Left
MI CSV\cellula_MI_data_1155.csv,Right
MI CSV\cellula_MI_data_1156.csv,Left
MI CSV\cellula_MI_data_1157.csv,Left
MI CSV\cellula_MI_data_1158.csv,Left
MI CSV\cellula_MI_data_1159.csv,Left
MI CSV\cellula_MI_data_1160.csv,Right
MI CSV\cellula_MI_data_1161.csv,Left
MI CSV\cellula_MI_data_1162.csv,Left
MI CSV\cellula_MI_data_1163.csv,Left
MI CSV\cellula_MI_data_1164.csv,Right
MI CSV\cellula_MI_data_1165.csv,Right
MI CSV\cellula_MI_data_1166.csv,Left
MI CSV\cellula_MI_data_1167.csv,Right
MI CSV\cellula_MI_data_1168.csv,Right
MI CSV\cellula_MI_data_1169.csv,Left
MI CSV\cellula_MI_data_1170.csv,Left
MI CSV\cellula_MI_data_1171.csv,Left
MI CSV\cellula_MI_data_1172.csv,Right
MI CSV\cellula_MI_data_1173.csv,Right
MI CSV\cellula_MI_data_1174.csv,Right
MI CSV\cellula_MI_data_1175.csv,Right
MI CSV\cellula_MI_data_1176.csv,Left
MI CSV\cellula_MI_data_1177.csv,Left
MI CSV\cellula_MI_data_1178.csv,Right
MI CSV\cellula_MI_data_1179.csv,Right
MI CSV\cellula_MI_data_1180.csv,Left
MI CSV\cellula_MI_data_1181.csv,Right
MI CSV\cellula_MI_data_1182.csv,Left
MI CSV\cellula_MI_data_1183.csv,Right
MI CSV\cellula_MI_data_1184.csv,Left
MI CSV\cellula_MI_data_1185.csv,Right
MI CSV\cellula_MI_data_1186.csv,Left
MI CSV\cellula_MI_data_1187.csv,Left
MI CSV\cellula_MI_data_1188.csv,Right
MI CSV\cellula_MI_data_1189.csv,Right
MI CSV\cellula_MI_data_1190.csv,Right
MI CSV\cellula_MI_data_1191.csv,Left
MI CSV\cellula_MI_data_1192.csv,Left
MI CSV\cellula_MI_data_1193.csv,Left
MI CSV\cellula_MI_data_1194.csv,Right
MI CSV\cellula_MI_data_1195.csv,Right
MI CSV\cellula_MI_data_1196.csv,Left
MI CSV\cellula_MI_data_1197.csv,Right
MI CSV\cellula_MI_data_1198.csv,Right
MI CSV\cellula_MI_data_1199.csv,Left
MI CSV\cellula_MI_data_1200.csv,Right
MI CSV\cellula_MI_data_1201.csv,Left
MI CSV\cellula_MI_data_1202.csv,Right
MI CSV\cellula_MI_data_1203.csv,Left
MI CSV\cellula_MI_data_1204.csv,Left
MI CSV\cellula_MI_data_1205.csv,Right
MI CSV\cellula_MI_data_1206.csv,Left
MI CSV\cellula_MI_data_1207.csv,Right
